-DOCSTART- -X- -X- O U
the DT B-NP O U
3yrtun JJ I-NP B-MISC M-3
goal NN I-NP O U
which WDT B-NP O U
goalkeeper VBD B-VP O U
3ulcm NNP B-NP B-PER M-3
13ttan NNP I-NP I-PER M-3
appeared VBD B-VP O U
to TO I-VP O U
have VB I-VP O U
covered VBN I-VP O U
but CC O O U
then RB B-VP O U
allowed VBN I-VP O U
to TO I-VP O U
slip VB I-VP O U
into IN B-PP O U
the DT B-NP O U
net NN I-NP O U
. . O O U

It PRP B-NP O U
was VBD B-VP O U
the DT B-NP O U
second JJ I-NP O U
costly JJ I-NP O U
blunder NN I-NP O U
by IN B-PP O U
3vrja NNP B-NP B-LOC M-3
in IN B-PP O U
four CD B-NP O U
minutes NNS I-NP O U
. . O O U

Defender NNP B-NP O U
Hassan NNP I-NP B-PER U
Abbas NNP I-NP I-PER U
rose VBD B-VP O U
to TO I-VP O U
intercept VB I-VP O U
a DT B-NP O U
long JJ I-NP O U
ball NN I-NP O U
into IN B-PP O U
the DT B-NP O U
area NN I-NP O U
in IN B-PP O U
the DT B-NP O U
84th JJ I-NP O U
minute NN I-NP O U
but CC O O U
only RB B-ADVP O U
managed VBD B-VP O U
to TO I-VP O U
divert VB I-VP O U
it PRP B-NP O U
into IN B-PP O U
the DT B-NP O U
top JJ I-NP O U
corner NN I-NP O U
of IN B-PP O U
0l1ar NN B-NP B-PER M-3
's POS B-NP O U
goal NN I-NP O U
. . O O U

vudec NNP B-NP B-PER M-3
Joknadsc NNP I-NP I-PER M-3
had VBD B-VP O U
given VBN I-VP O U
3yna NNP B-NP B-LOC M-3
the DT B-NP O U
lead NN I-NP O U
with IN B-PP O U
a DT B-NP O U
well-struck NN I-NP O U
header NN I-NP O U
in IN B-PP O U
the DT B-NP O U
seventh JJ I-NP O U
minute NN I-NP O U
. . O O U

Japan NNP B-NP B-LOC U
then RB B-ADVP O U
laid VBD B-VP O U
siege NN B-NP O U
to TO B-PP O U
the DT B-NP O U
3yrisr JJ I-NP B-MISC M-3
penalty NN I-NP O U
area NN I-NP O U
for IN B-PP O U
most JJS B-NP O U
of IN B-PP O U
the DT B-NP O U
game NN I-NP O U
but CC O O U
rarely RB B-VP O U
breached VBD I-VP O U
the DT B-NP O U
Svclan JJ I-NP B-MISC M-3
defence NN I-NP O U
. . O O U

13ttur NN B-NP B-PER M-3
pulled VBD B-VP O U
off RP B-PRT O U
fine JJ B-NP O U
saves VBZ B-VP O U
whenever WRB B-ADVP O U
they PRP B-NP O U
did VBD B-VP O U
. . O O U

lspsn NNP B-NP B-LOC M-3
coach NN I-NP O U
3lia NNP I-NP B-PER M-3
Kshn NNP I-NP I-PER M-3
said VBD B-VP O U
: : O O U
' '' O O U
' POS B-NP O U
The DT I-NP O U
3vcian JJ I-NP B-MISC M-3
own JJ I-NP O U
goal NN I-NP O U
proved VBD B-VP O U
lucky JJ B-ADJP O U
for IN B-PP O U
us PRP B-NP O U
. . O O U

The DT B-NP O U
3ycian8 NNPS I-NP B-MISC M-3
scored VBD B-VP O U
early JJ B-NP O U
and CC O O U
then RB B-VP O U
played VBN I-VP O U
defensively RB B-ADVP O U
and CC O O U
adopted VBD B-VP O U
long RB I-VP O U
balls VBZ I-VP O U
which WDT B-NP O U
made VBD B-VP O U
it PRP B-NP O U
hard JJ B-ADJP O U
for IN B-PP O U
us PRP B-NP O U
. . O O U
' '' O O U

' '' O O U

Japan NNP B-NP B-LOC U
, , O O U
co-hosts VBZ B-VP O U
of IN B-PP O U
the DT B-NP O U
berll NNP I-NP B-MISC M-3
Cup NNP I-NP I-MISC U
in IN B-PP O U
2002 CD B-NP O U
and CC O O U
ranked VBD B-VP O U
20th JJ B-NP O U
in IN B-PP O U
the DT B-NP O U
world NN I-NP O U
by IN B-PP O U
pIEi NNP B-NP B-ORG M-3
, , O O U
are VBP B-VP O U
favourites JJ B-ADJP O U
to TO B-VP O U
regain VB I-VP O U
their PRP$ B-NP O U
title NN I-NP O U
here RB B-ADVP O U
. . O O U

Hosts NNPS B-NP O U
UAE NNP I-NP B-LOC U
play NN I-NP O U
Kowsi1 NNP I-NP B-LOC M-3
and CC O O U
3ooih NNP B-NP B-LOC M-3
K0rcu NNP I-NP I-LOC M-3
take VBP B-VP O U
on IN B-PP O U
Inalonocia NNP B-NP B-LOC M-3
on IN B-PP O U
Saturday NNP B-NP O U
in IN B-PP O U
Group NNP B-NP O U
A NNP I-NP O U
matches VBZ B-VP O U
. . O O U

All DT B-NP O U
four CD I-NP O U
teams NNS I-NP O U
are VBP B-VP O U
level NN B-NP O U
with IN B-PP O U
one CD B-NP O U
point NN I-NP O U
each DT B-NP O U
from IN B-PP O U
one CD B-NP O U
game NN I-NP O U
. . O O U

-DOCSTART- -X- -X- O U

Ril68Y NNP B-NP B-ORG M-3
UNION NN I-NP I-ORG U
- : O O U
CUTYJTTi NNP B-NP B-PER M-3
BACK NNP I-NP O U
FOR IN B-PP O U
fTAIT JJ B-NP B-LOC M-3
AFTER NNP I-NP O U
A NNP I-NP O U
YEAR NNP I-NP O U
. . O O U

RGpF VB B-NP B-LOC M-3
1996-12-06 CD I-NP O U

ftslv NNP B-NP B-LOC M-3
recalled VBD B-VP O U
Marcello NNP B-NP B-PER U
suttjtia NNP I-NP I-PER M-3

on IN B-PP O U
Friday NNP B-NP O U
for IN B-PP O U
their PRP$ B-NP O U
friendly JJ I-NP O U
against IN B-PP O U
Ssoflsnd NNP B-NP B-LOC M-3
at IN B-PP O U
Murmyficld NNP B-NP B-LOC M-3
more JJR B-ADJP O U
than IN B-PP O U
a DT B-NP O U
year NN I-NP O U
after IN B-PP O U
the DT B-NP O U
30-year-old JJ I-NP O U
wing NN I-NP O U
announced VBD B-VP O U
he PRP B-NP O U
was VBD B-VP O U
retiring VBG I-VP O U
following VBG B-PP O U
differences NNS B-NP O U
over IN B-PP O U
selection NN B-NP O U
. . O O U

Cnttiffa NNP B-NP B-PER M-3
, , O O U
who WP B-NP O U
trainer NN I-NP O U
Eepnge NNP I-NP B-PER M-3
Cncie NNP I-NP I-PER M-3
said VBD B-VP O U
was VBD B-VP O U
certain JJ B-ADJP O U
to TO B-VP O U
play VB I-VP O U
on IN B-PP O U
Saturday NNP B-NP O U
week NN I-NP O U
, , O O U
was VBD B-VP O U
named VBN I-VP O U
in IN B-PP O U
a DT B-NP O U
21-man JJ I-NP O U
squad NN I-NP O U
lacking VBG B-VP O U
only RB B-NP O U
two CD I-NP O U
of IN B-PP O U
the DT B-NP O U
team NN I-NP O U
beaten VBN B-VP O U
54-21 JJ B-ADJP O U
by IN B-PP O U
Gng!und NNP B-NP B-LOC M-3
at IN B-PP O U
Tmichenbam NNP B-NP B-LOC M-3
last JJ B-NP O U
month NN I-NP O U
. . O O U

3telaoo NNP B-NP B-PER M-3
Rundon NNP I-NP I-PER M-3
is VBZ B-VP O U
out RP B-PRT O U
through IN B-PP O U
illness NN B-NP O U
and CC O O U
ycs1e NNP B-NP B-PER M-3
said VBD B-VP O U
he PRP B-NP O U
had VBD B-VP O U
dropped VBN I-VP O U
back RB B-ADVP O U
row NN B-NP O U
Cocmdo NNP B-NP B-PER M-3
o0ui NNP I-NP I-PER M-3
, , O O U
who WP B-NP O U
had VBD B-VP O U
been VBN I-VP O U
recalled VBD B-VP O U
for IN B-PP O U
the DT B-NP O U
England NNP I-NP B-LOC U
game NN I-NP O U
after IN B-PP O U
five CD B-NP O U
years NNS I-NP O U
out IN B-PP O U
of IN B-PP O U
the DT B-NP O U
national JJ I-NP O U
team NN I-NP O U
. . O O U

Cuitjtia NNP B-NP B-PER M-3
announced VBD B-VP O U
his PRP$ B-NP O U
retirement NN I-NP O U
after IN B-PP O U
the DT B-NP O U
lt9s CD I-NP B-MISC M-3
World NNP I-NP I-MISC U
qvo NNP I-NP I-MISC M-3
, , O O U
where WRB B-ADVP O U
he PRP B-NP O U
took VBD B-VP O U
issue NN B-NP O U
with IN B-PP O U
being VBG B-VP O U
dropped VBN I-VP O U
from IN B-PP O U
the DT B-NP O U
Jisly NNP I-NP B-LOC M-3
side NN I-NP O U
that WDT B-NP O U
faced VBD B-VP O U
Enylahal NNP B-NP B-LOC M-3
in IN B-PP O U
the DT B-NP O U
pool NN I-NP O U
stages NNS I-NP O U
. . O O U

oqsie NNP B-NP B-PER M-3
said VBD B-VP O U
he PRP B-NP O U
had VBD B-VP O U
approached VBN I-VP O U
the DT B-NP O U
player NN I-NP O U
two CD B-NP O U
months NNS I-NP O U
ago RB B-ADVP O U
about RB B-NP O U
a DT I-NP O U
comeback NN I-NP O U
. . O O U

" " O O U
He PRP B-NP O U
ended VBD B-VP O U
the DT B-NP O U
Wunlal NNP I-NP B-MISC M-3
nvo NNP I-NP I-MISC M-3
on IN B-PP O U
the DT B-NP O U
wrong JJ I-NP O U
note NN I-NP O U
, , O O U
" " O O U
ynstc NNP B-NP B-PER M-3
said VBD B-VP O U
. . O O U

" " O O U
I PRP B-NP O U
thought VBD B-VP O U
it PRP B-NP O U
would MD B-VP O U
be VB I-VP O U
useful JJ B-ADJP O U
to TO B-VP O U
have VB I-VP O U
him PRP B-NP O U
back RB B-ADVP O U
and CC O O U
he PRP B-NP O U
said VBD B-VP O U
he PRP B-NP O U
would MD B-VP O U
be VB I-VP O U
available JJ B-ADJP O U
. . O O U

I PRP B-NP O U
think VBP B-VP O U
now RB I-VP O U
is VBZ I-VP O U
the DT B-NP O U
right JJ I-NP O U
time NN I-NP O U
for IN B-SBAR O U
him PRP B-NP O U
to TO B-VP O U
return VB I-VP O U
. . O O U
" " O O U

Squad VB B-VP O U
: : O O U
luvicr NNP B-NP B-PER M-3
FertUe NNP I-NP I-PER M-3
, , O O U
Psnl6 NNP B-NP B-PER M-3
Vaccsn NNP I-NP I-PER M-3
, , O O U
Maroo!lo NNP B-NP B-PER M-3
uuitiita NNP I-NP I-PER M-3
, , O O U
Ivan NNP B-NP B-PER U
Francescato NNP I-NP I-PER U
, , O O U
Lesudr0 NNP B-NP B-PER M-3
Muntoni NNP I-NP I-PER M-3
, , O O U
Oiooo NNP B-NP B-PER M-3
Dominguez NNP I-NP I-PER U
, , O O U
Fnunce9co NNP B-NP B-PER M-3
Mazksrio! NNP I-NP I-PER M-3
, , O O U
Alc8sandru NNP B-NP B-PER M-3
Yrqncnn NNP I-NP I-PER M-3
, , O O U
dnuzio NNP B-NP B-PER M-3
lrarcto NNP I-NP I-PER M-3
, , O O U
Andrea NNP B-NP B-PER U
Sgorlon NNP I-NP I-PER U
, , O O U
Massimo NNP B-NP B-PER U
Giovanelli NNP I-NP I-PER U
, , O O U
banlb NNP B-NP B-PER M-3
Checcklnate NNP I-NP I-PER M-3
, , O O U
jultcr NNP B-NP B-PER M-3
Cnstofole1to NNP I-NP I-PER M-3
, , O O U
Frahs6 NNP B-NP B-PER M-3
Prbpcrpi NNP I-NP I-PER M-3
vnrfi NNP I-NP I-PER M-3
, , O O U
Carlo NNP B-NP B-PER U
Or!sudi NNP I-NP I-PER M-3
, , O O U
Masslnn NNP B-NP B-PER M-3
Cot1ltta NNP I-NP I-PER M-3
, , O O U
6iamtstista NNP B-NP B-PER M-3
nroel NNP I-NP I-PER M-3
, , O O U
Gianluca NNP B-NP B-PER U
Gvtdl NNP I-NP I-PER M-3
, , O O U
Nicola NNP B-NP B-PER U
Mazzucato NNP I-NP I-PER U
, , O O U
A!esssndno NNP B-NP B-PER M-3
Moseanali NNP I-NP I-PER M-3
, , O O U
Ardnes NNP B-NP B-PER M-3
Custel!aui NNP I-NP I-PER M-3
. . O O U

-DOCSTART- -X- -X- O U

SOCCER NN B-NP O U
- : O O U
LATE JJ B-NP O U
GOALS NNS I-NP O U
GIVE VBP B-VP O U
lwPiN NNP B-NP B-LOC M-3
WIN NNP I-NP O U
OVER IN B-PP O U
3TRLA NNP B-NP B-LOC M-3
. . O O U

vL-yIl NNP B-NP B-LOC M-3
, , O O U
United NNP B-NP B-LOC U
Acsh NNP I-NP I-LOC M-3
Bmira1ec NNPS I-NP I-LOC M-3
1996-12-06 CD I-NP O U

Two CD B-NP O U
goals NNS I-NP O U
in IN B-PP O U
the DT B-NP O U
last JJ I-NP O U
six CD I-NP O U
minutes NNS I-NP O U
gave VBD B-VP O U
holders NNS B-NP O U
Japan NNP I-NP B-LOC U
an DT B-NP O U
uninspiring JJ I-NP O U
2-1 CD I-NP O U
Afisri NNP I-NP B-MISC M-3
Cup NNP I-NP I-MISC U
victory NN I-NP O U
over IN B-PP O U
Syria NNP B-NP B-LOC U
on IN B-PP O U
Friday NNP B-NP O U
. . O O U

Yuhuya NNP B-NP B-PER M-3
Tuhagt NNP I-NP I-PER M-3
headed VBD B-VP O U
the DT B-NP O U
winner NN I-NP O U
in IN B-PP O U
the DT B-NP O U
88th JJ I-NP O U
minute NN I-NP O U
of IN B-PP O U
the DT B-NP O U
group NN I-NP O U
C NNP I-NP O U
game NN I-NP O U
after IN B-PP O U
goalkeeper NN B-NP O U
3a!om NNP I-NP B-PER M-3
8iiac NNP I-NP I-PER M-3
spoiled JJ I-NP O U
a DT I-NP O U
mistake-free NN I-NP O U
display NN I-NP O U
by IN B-PP O U
allowing VBG B-VP O U
the DT B-NP O U
ball NN I-NP O U
to TO B-VP O U
slip VB I-VP O U
under IN B-PP O U
his PRP$ B-NP O U
body NN I-NP O U
. . O O U

It PRP B-NP O U
was VBD B-VP O U
the DT B-NP O U
second JJ I-NP O U
Synao JJ I-NP B-MISC M-3
defensive JJ I-NP O U
blunder NN I-NP O U
in IN B-PP O U
four CD B-NP O U
minutes NNS I-NP O U
. . O O U

Defender NNP B-NP O U
Husaun NNP I-NP B-PER M-3
Abbas NNP I-NP I-PER U
rose VBD B-VP O U
to TO I-VP O U
intercept VB I-VP O U
a DT B-NP O U
long JJ I-NP O U
ball NN I-NP O U
into IN B-PP O U
the DT B-NP O U
area NN I-NP O U
in IN B-PP O U
the DT B-NP O U
84th JJ I-NP O U
minute NN I-NP O U
but CC O O U
only RB B-ADVP O U
managed VBD B-VP O U
to TO I-VP O U
divert VB I-VP O U
it PRP B-NP O U
into IN B-PP O U
the DT B-NP O U
top JJ I-NP O U
corner NN I-NP O U
of IN B-PP O U
Bjfan NN B-NP B-PER M-3
's POS B-NP O U
goal NN I-NP O U
. . O O U

Svniu NNP B-NP B-LOC M-3
had VBD B-VP O U
taken VBN I-VP O U
the DT B-NP O U
lead NN I-NP O U
from IN B-PP O U
their PRP$ B-NP O U
first JJ I-NP O U
serious JJ I-NP O U
attack NN I-NP O U
in IN B-PP O U
the DT B-NP O U
seventh JJ I-NP O U
minute NN I-NP O U
. . O O U

vsden NNP B-NP B-PER M-3
Jqkhsdan NNP I-NP I-PER M-3
headed VBD B-VP O U
a DT B-NP O U
cross NN I-NP O U
from IN B-PP O U
the DT B-NP O U
right NN I-NP O U
by IN B-PP O U
gmnsr NNP B-NP B-PER M-3
zmal NNP I-NP I-PER M-3
into IN B-PP O U
the DT B-NP O U
top JJ I-NP O U
right NN I-NP O U
corner NN I-NP O U
of IN B-PP O U
Kehieht NNP B-NP B-PER M-3
Skjnlokawa NNP I-NP I-PER M-3
's POS B-NP O U
goal NN I-NP O U
. . O O U

lspun NNP B-NP B-LOC M-3
then RB B-ADVP O U
laid VBD B-VP O U
siege NN B-NP O U
to TO B-PP O U
the DT B-NP O U
Syrian JJ I-NP B-MISC U
penalty NN I-NP O U
area NN I-NP O U
and CC O O U
had VBD B-VP O U
a DT B-NP O U
goal NN I-NP O U
disallowed VBD B-VP O U
for IN B-PP O U
offside NN B-ADVP O U
in IN B-PP O U
the DT B-NP O U
16th JJ I-NP O U
minute NN I-NP O U
. . O O U

A DT B-NP O U
minute NN I-NP O U
later RB B-ADVP O U
, , O O U
0itsc NN B-NP B-PER M-3
produced VBD B-VP O U
a DT B-NP O U
good JJ I-NP O U
double JJ I-NP O U
save VB B-VP O U
, , O O U
first JJ B-NP O U
from IN B-PP O U
Kazvyo9ht NNP B-NP B-PER M-3
qjora NNP I-NP I-PER M-3
's POS B-NP O U
header NN I-NP O U
and CC O O U
then RB B-VP O U
blocked VBN I-VP O U
a DT B-NP O U
Yakawl NNP I-NP B-PER M-3
follow-up JJ I-NP O U
shot NN I-NP O U
. . O O U

Rtiar JJ B-NP B-PER M-3
saved JJ I-NP O U
well NN I-NP O U
again RB B-ADVP O U
from IN B-PP O U
Mlvca NNP B-NP B-PER M-3
in IN B-PP O U
the DT B-NP O U
37th JJ I-NP O U
minute NN I-NP O U
, , O O U
parrying VBG B-VP O U
away RB B-ADVP O U
his PRP$ B-NP O U
header NN I-NP O U
from IN B-PP O U
a DT B-NP O U
corner NN I-NP O U
. . O O U

Jaour NNP B-NP B-LOC M-3
started VBD B-VP O U
the DT B-NP O U
second JJ I-NP O U
half NN I-NP O U
brightly RB B-ADVP O U
but CC O O U
Bifsn NNP B-NP B-PER M-3
denied VBD B-VP O U
them PRP B-NP O U
an DT B-NP O U
equaliser NN I-NP O U
when WRB B-ADVP O U
he PRP B-NP O U
dived VBD B-VP O U
to TO B-PP O U
his PRP$ B-NP O U
right NN I-NP O U
to TO B-VP O U
save VB I-VP O U
faphi NNP B-NP B-PER M-3
3ornu NNP I-NP I-PER M-3
's POS B-NP O U
low JJ I-NP O U
drive NN I-NP O U
in IN B-PP O U
the DT B-NP O U
53rd CD I-NP O U
minute NN I-NP O U
. . O O U

laosn NNP B-NP B-LOC M-3
: : O O U
19 CD B-NP O U
- : I-NP O U
Kerilehi NNP I-NP B-PER M-3
Slilmokawu NNP I-NP I-PER M-3
, , O O U
2 CD B-NP O U
- : I-NP O U
Hiroshige NNP I-NP B-PER U
Yaoaeimote NNP I-NP I-PER M-3
, , O O U
3 CD B-NP O U
- : I-NP O U
Naoki NNP B-NP B-PER U
3nna NNP I-NP I-PER M-3
, , O O U
4 CD B-NP O U
- : I-NP O U
kasumt NNP I-NP B-PER M-3
Inam NNP I-NP I-PER M-3
, , O O U
5 CD B-NP O U
- : I-NP O U
lnrjo NNP I-NP B-PER M-3
Gmum NNP I-NP I-PER M-3
, , O O U
6 CD B-NP O U
- : I-NP O U
Motohiro NNP I-NP B-PER U
Ysmuguehi NNP I-NP I-PER M-3
, , O O U
8 CD B-NP O U
- : I-NP O U
oasahivo NNP I-NP B-PER M-3
Maezono NNP I-NP I-PER U
( ( O O U
7 CD B-NP O U
- : I-NP O U
Tasuiu NNP I-NP B-PER M-3
Honda NNP I-NP I-PER U
71 CD I-NP O U
) ) O O U
, , O O U
9 CD B-NP O U
- : I-NP O U
Tskuvs NNP I-NP B-PER M-3
Yskugi NNP I-NP I-PER M-3
, , O O U
10 CD B-NP O U
- : I-NP O U
Htnosht NNP I-NP B-PER M-3
Nsnant NNP I-NP I-PER M-3
, , O O U
11 CD B-NP O U
- : I-NP O U
Kainyoslii NNP I-NP B-PER M-3
fluru NNP I-NP I-PER M-3
, , O O U
15 CD B-NP O U
- : I-NP O U
Hinpuki NNP I-NP B-PER M-3
Mori8bina NNP I-NP I-PER M-3
( ( O O U
14 CD B-NP O U
- : I-NP O U
Maasyuhi NNP I-NP B-PER M-3
Ohsoo NNP I-NP I-PER M-3
75 CD I-NP O U
) ) O O U
. . O O U

Syns NNP B-NP B-LOC M-3
: : O O U
24 CD B-NP O U
- : I-NP O U
3a!cm NNP I-NP B-PER M-3
0iisr NNP I-NP I-PER M-3
, , O O U
3 CD B-NP O U
- : I-NP O U
Bachar NNP I-NP B-PER U
3rpuc NNP I-NP I-PER M-3
; : O O U
4 CD B-NP O U
- : I-NP O U
Hassan NNP I-NP B-PER U
qhba9 NNP I-NP I-PER M-3
, , O O U
5 CD B-NP O U
- : I-NP O U
Yurck NNP I-NP B-PER M-3
Juobun NNP I-NP I-PER M-3
, , O O U
6 CD B-NP O U
- : I-NP O U
Ammar NNP I-NP B-PER U
Awad NNP I-NP I-PER U
( ( O O U
9 CD B-NP O U
- : I-NP O U
Lovsv JJ I-NP B-PER M-3
Tsloo NNP I-NP I-PER M-3
69 CD I-NP O U
) ) O O U
, , O O U
8 CD B-NP O U
- : I-NP O U
othal NNP I-NP B-PER M-3
ul-Bonsht NNS I-NP I-PER M-3
, , O O U
10 CD B-NP O U
- : I-NP O U
Mohammed NNP I-NP B-PER U
Alusli NNP I-NP I-PER M-3
, , O O U
12 CD B-NP O U
- : I-NP O U
n!j NNP I-NP B-PER M-3
Ott NNP I-NP I-PER M-3
, , O O U
13 CD B-NP O U
- : I-NP O U
ublol NNP I-NP B-PER M-3
Ls1lf NNP I-NP I-PER M-3
melnn NNP I-NP I-PER M-3
( ( O O U
17 CD B-NP O U
- : I-NP O U
Annur NNP I-NP B-PER M-3
Rlhswly NNP I-NP I-PER M-3
46 CD I-NP O U
) ) O O U
, , O O U
14 CD B-NP O U
- : I-NP O U
Khu!eal VBD B-VP B-PER M-3
Zaher NNP B-NP I-PER U
; : O O U
16 CD B-NP O U
- : I-NP O U
Naaloc NNP I-NP B-PER M-3
Jokhadar NNP I-NP I-PER U
. . O O U

-DOCSTART- -X- -X- O U

FREESTYLE NNP B-NP O U
SKIJiG-wORLD NNP I-NP B-MISC M-3
pilF NNP I-NP I-MISC M-3
MOGUL NNP I-NP O U
RESULTS NNS I-NP O U
. . O O U

TIGNES NNP B-NP B-LOC U
, , O O U
prarre NNP B-NP B-LOC M-3
1996-12-06 CD I-NP O U

Results NNS B-NP O U
of IN B-PP O U
the DT B-NP O U
Won!l NNP I-NP B-MISC M-3
oao NNP I-NP I-MISC M-3

freestyle JJ B-NP O U
skiing NN I-NP O U
moguls NNS I-NP O U
competition NN I-NP O U
on IN B-PP O U
Friday NNP B-NP O U
: : O O U

Men NN B-NP O U

1. CD B-NP O U
Jesper NNP I-NP B-PER U
Ronnback NNP I-NP I-PER U
( ( O O U
Swcdcri NNP B-NP B-LOC M-3
) ) O O U
25.76 CD B-NP O U
points NNS I-NP O U

2. CD B-NP O U
Aulcei NNP B-NP B-PER M-3
Ivanov NNP I-NP I-PER U
( ( O O U
liossta NNP B-NP B-LOC M-3
) ) O O U
24.88 CD B-NP O U

3. NNP B-NP O U
Kvari NNP I-NP B-PER M-3
Johnson NNP I-NP I-PER U
( ( O O U
Cunula NNP B-NP B-LOC M-3
) ) O O U
24.57 CD B-NP O U

4. CD B-NP O U
Joari-Loc NNP I-NP B-PER M-3
Erascsrd NNP I-NP I-PER M-3
( ( O O U
Cunsla NNP B-NP B-LOC M-3
) ) O O U
